"presence","fold","bio01","bio04","bio12","bio15","forest","shrub","grass","wetland","crop","urban"
0,1,22.3,42.9917967599411,1358.38586156112,63,0,0,0,0,0,1
0,1,8.06059225512529,109.900284738041,870.742596810934,47,0,0,0,1,0,0
0,1,22.4272727272727,54.500476900149,693.403874813711,66.849478390462,0,0,0,0,1,0
1,2,5.99857433808554,81.5116395112016,504.93482688391,23.9857433808554,0,0,0,0,1,0
0,1,17.5,70.602286115007,1387.4095371669,21,0,0,0,1,0,0
0,3,6.4678531701891,107.174060066741,971.797552836485,13.2046718576196,0,0,0,0,0,1
0,1,-4.03044017358958,115.505616862988,397.911965282083,66.160570365778,0,1,0,0,0,0
0,1,21.7026239067055,46.8960349854227,1246.65597667639,46,0,0,0,0,0,1
0,3,-7.68651162790698,141.353333333333,415.556589147287,44,0,0,0,0,0,0
0,3,19.6045774647887,60.6792605633803,1547.39788732394,28.6021126760563,0,0,0,0,0,1
0,3,10.4817477876106,83.1301216814159,314.402654867257,36.075221238938,0,0,0,0,0,1
1,1,14.1564102564103,51.3626538461538,656.532051282051,85.7294871794872,1,0,0,0,0,0
1,2,16.7025956284153,56.7031010928962,443.245901639344,79.629781420765,0,0,0,0,0,1
0,3,14.7151282051282,76.3586153846154,1198.14358974359,16.9653846153846,0,0,0,0,1,0
0,3,-5.90433558558559,150.836385135135,336.340653153153,54.0489864864865,1,0,0,0,0,0
0,2,6.40112820512821,79.7622461538461,485.662564102564,25.0953846153846,0,0,0,0,1,0
0,1,22.4340476190476,44.0895476190476,1288.25,59.8166666666667,0,0,0,1,0,0
1,3,13.7702099737533,30.6707086614173,951.405511811024,88.5892388451444,0,1,0,0,0,0
0,1,5.24555785123967,110.425547520661,299.543388429752,65.4586776859504,0,0,0,1,0,0
0,1,8.74739336492891,109.503874407583,838.437203791469,49.5473933649289,0,0,0,0,1,0
0,1,5.21641791044776,114.685895522388,422.102345415778,64,0,0,1,0,0,0
1,3,10.4274327122153,48.3211594202899,1264.48136645963,48.952380952381,0,0,0,0,0,1
0,2,19.3,62.4132142857143,1335.64285714286,23,1,0,0,0,0,0
0,2,5.63641304347826,93.8540760869565,1142.75760869565,12.5467391304348,0,0,0,0,0,1
0,3,7.71820330969267,92.6917257683215,1125.18439716312,7,1,0,0,0,0,0
0,3,3.52690677966102,105.152605932203,985.902542372881,16,0,0,0,0,0,1
0,1,12.7880102040816,84.8346045918367,1074.42091836735,11.9540816326531,0,0,0,1,0,0
0,2,4.4,96.2059433962264,1108.07651991614,12.0765199161426,1,0,0,0,0,0
0,1,7.19882978723404,87.1903191489362,304.058510638298,59,0,0,1,0,0,0
0,1,17.118836565097,71.521731301939,1426.13988919668,18,1,0,0,0,0,0
0,3,9.70421753607103,82.8148168701443,373.948945615982,40.5982241953385,0,0,0,0,0,1
0,1,3.93131201764057,111.294674751929,819.332965821389,44.2998897464168,1,0,0,0,0,0
0,1,7.8511892450879,77.4406825232678,652.35367114788,32.7683557394002,1,0,0,0,0,0
0,1,19.0439632545932,84.6089501312336,125.133858267717,36.2257217847769,0,0,0,0,0,1
1,1,9.70558659217877,45.1168994413408,944.762569832402,59.5740223463687,1,0,0,0,0,0
0,3,10.5189789123196,83.5368146503885,330.641509433962,37.9034406215316,0,0,0,0,0,1
1,3,10.9,91.6300122850123,422.702702702703,27.7567567567568,0,0,0,1,0,0
0,1,16.1416124837451,67.8293758127438,480.383615084525,81.4954486345904,0,0,1,0,0,0
0,1,9.80035971223022,85.7932853717026,1176.27817745803,10.8836930455636,0,0,0,0,0,1
1,2,11.456121045392,62.5094360385144,696.463548830812,86.503438789546,1,0,0,0,0,0
0,2,18.1123268698061,44.6178531855956,276.765927977839,69.090027700831,0,0,0,0,0,1
0,1,-2.88725552050473,129.82723659306,298.879495268139,80.4492113564669,0,1,0,0,0,0
1,3,11.4527638190955,26.5607788944724,1526.8743718593,73,0,0,0,0,0,0
1,3,13.9695322376738,35.6300379266751,1028.09228824273,92.4222503160556,0,0,0,0,0,1
0,1,-1.63180076628352,74.1095530012771,766.363984674329,16,0,1,0,0,0,0
1,2,17.8519444444444,47.3179861111111,268.595833333333,73.8125,0,0,0,0,0,1
0,3,8.44207858048162,87.4621673003802,354.610899873257,17.7160963244613,0,1,0,0,0,0
1,1,16.0705882352941,67.7857908496732,494.383006535948,82.3333333333333,0,0,1,0,0,0
0,3,10.3060066740823,83.201468298109,304.805339265851,36.8008898776418,0,0,0,0,0,1
1,3,8.32525641025641,62.6176666666667,1283.16666666667,75.1538461538462,1,0,0,0,0,0
1,3,10.4995731056563,48.7355282817503,1072.83351120598,60.2283884738527,1,0,0,0,0,0
1,2,8.39187817258883,38.8955532994924,2361.62842639594,58.9015228426396,1,0,0,0,0,0
0,2,9.9,97.382661097852,840.27923627685,20,0,0,0,0,0,1
1,1,7.46166134185304,83.6051650692226,371.784877529287,57.2449414270501,0,0,0,1,0,0
0,3,3.70287539936102,104.999350372737,984.525026624068,15.6421725239617,0,0,0,0,0,1
1,3,13.3973417721519,36.7348860759494,1019.59367088608,90.446835443038,1,0,0,0,0,0
1,3,5.31411648568608,68.3978874629812,1099.40671273445,49.2744323790721,1,0,0,0,0,0
1,2,17.2198887343533,50.6381502086231,315.948539638387,82.5855354659249,0,0,0,0,0,1
1,1,12.8263835263835,28.9536936936937,839.355212355212,87,1,0,0,0,0,0
1,1,17.0491957104558,51.7010053619303,338.639410187668,83.5804289544236,0,0,0,0,0,1
0,2,-2.7,112.914026610644,392.699579831933,41.7584033613445,0,0,0,0,0,0
0,3,10.5097345132743,83.4108738938053,325.307522123894,37.2422566371682,0,0,0,0,0,1
0,2,5.7,93.6648099891423,1135.20195439739,12.9326818675353,0,0,0,0,0,1
1,2,18.0442148760331,43.9433884297521,266.249311294766,64.904958677686,0,0,0,1,0,0
1,3,15.3185385656292,39.5977672530447,515.071718538566,95.3897158322057,0,1,0,0,0,0
0,2,6.3,80.4088536335721,478.553735926305,25.7645854657114,0,0,0,0,0,1
1,2,17.8945799457995,42.8168021680217,261.623306233062,63.0392953929539,0,0,0,1,0,0
0,2,17.8768918918919,43.6728108108108,248.881081081081,55.3054054054054,0,0,0,0,0,1
0,1,5.42443970117396,114.919445037353,418.427961579509,64.9039487726787,0,0,1,0,0,0
0,1,5.20117521367521,114.796378205128,422.494658119658,64,0,0,1,0,0,0
0,3,9.9,100.240775862069,930.274630541872,28,0,0,0,0,0,1
0,1,12.9157303370787,85.0377528089888,1059.03121098627,12,0,0,0,0,0,1
0,3,17.6146374829001,80.3936662106703,870.794801641587,35,0,0,1,0,0,0
0,1,-1.14045512010114,73.5758027812895,743.341340075854,16,1,0,0,0,0,0
0,3,5.19977528089888,97.0890449438202,1256.38764044944,10,1,0,0,0,0,0
0,1,12.9126262626263,84.6662878787879,1056.52525252525,12,0,0,0,0,0,1
1,3,14.4799450549451,40.2899862637363,607.673076923077,96.9258241758242,1,0,0,0,0,0
1,3,13.6444159178434,49.3639152759949,1153.22593068036,90.6842105263158,0,0,1,0,0,0
0,2,22,45.7765,1248.4,48,0,0,0,0,0,1
0,3,10.3640798226164,83.0719068736142,311.406873614191,37.5931263858093,0,0,0,0,0,1
0,3,10.3614617940199,83.3008748615725,313.201550387597,38.0044296788483,0,0,0,0,0,1
1,1,12.5834437086093,64.7148741721854,819.229139072847,82.1311258278146,1,0,0,0,0,0
0,3,-7.64569433669512,141.434352211016,414.66563227308,44,0,0,0,0,0,0
0,2,19.4876068376068,70.3987606837607,847.982905982906,31,0,0,1,0,0,0
0,3,3.75060240963855,108.992070098576,839.465498357065,37.3187294633078,0,0,0,1,0,0
0,1,5.4471007121058,81.2981790437436,522.526958290946,24,1,0,0,0,0,0
0,3,10.3588950276243,83.3123535911602,305.939226519337,37.0243093922652,0,0,0,0,1,0
0,2,9.41344537815126,107.063961584634,867.787515006003,41.9975990396159,1,0,0,0,0,0
1,2,8.99878542510122,36.6760425101215,2755.09109311741,55.9058704453441,1,0,0,0,0,0
0,2,21.6504385964912,46.9594152046784,1255.5,46,0,0,0,0,0,1
0,1,2.09086161879896,82.1404177545692,502.530026109661,27.6283724978242,1,0,0,0,0,0
1,1,16.1464285714286,67.8389030612245,479.813775510204,81.468112244898,0,0,1,0,0,0
0,1,-2.98492716909436,129.828923369221,297.920202659911,80.5826472450918,0,1,0,0,0,0
0,3,9.93225419664269,100.000611510791,925.798561151079,28,0,0,0,0,0,1
1,1,12.9349934469201,28.842621231979,783.739187418087,85.9501965923984,1,0,0,0,0,0
1,3,16.8688343558282,70.3900981595092,1104.69202453988,78.4773006134969,0,0,0,0,0,1
1,3,10.4521594684385,83.1604761904762,317.910299003322,37.1029900332226,0,0,0,0,0,1
0,3,10.9,91.6220176544767,412.392181588903,27.8524590163934,0,0,0,1,0,0
1,3,10.51,90.4625189873418,429.682278481013,26.0139240506329,0,0,0,0,0,1
0,3,-4.96308328411105,146.055002953337,303.420555227407,55.701122268163,1,0,0,0,0,0
1,1,16.117328042328,67.8605423280423,490.477513227513,81.6521164021164,0,0,1,0,0,0
0,3,9.7,99.0455410225921,920.302021403092,28,0,0,0,0,0,1
0,3,10.9,94.3071215880894,1025.99751861042,20.0086848635236,0,0,0,0,1,0
0,2,23.1144130757801,39.3197325408618,1344.26151560178,66.2496285289747,0,0,0,0,0,1
0,1,12.0969549330085,86.6737271619976,1101.66747868453,9.50426309378806,0,0,0,0,0,1
0,3,10.4,83.4692128603104,293.584257206208,36,0,0,0,0,1,0
0,3,4.44066059225513,96.7193394077449,1103.76651480638,14.375854214123,1,0,0,0,0,0
1,3,13.7738853503185,36.7306751592357,908.318471337579,92.5592356687898,0,1,0,0,0,0
1,1,12.6947437582129,64.8583180026281,818.023653088042,82.3166885676741,1,0,0,0,0,0
0,3,9.6,99.245012254902,920.742647058824,29,0,0,0,0,0,1
0,3,13.9651162790698,79.3774935400517,1353.84366925065,16,1,0,0,0,0,0
0,3,-2.9492206235012,140.862535971223,304.023381294964,58.9736211031175,1,0,0,0,0,0
1,2,8.99837067209776,46.0045010183299,2013.54378818737,64,1,0,0,0,0,0
0,3,-2.0484693877551,110.309599125364,421.381924198251,28.3833819241983,1,0,0,0,0,0
0,2,5.6247007616975,94.0612078346028,1141.80957562568,12,0,0,0,0,0,1
0,3,-2.95150214592275,114.387589413448,343.432045779685,34.1595135908441,1,0,0,0,0,0
0,2,11.5571609632446,90.3608491761724,1063.08871989861,17,0,0,0,0,0,1
0,3,7.3,84.5044198312236,285.909282700422,60,0,0,0,0,0,0
0,3,10.5585825027686,83.4000996677741,318.782945736434,37,0,0,0,0,0,1
0,2,-6,151.552100130039,281,42,0,0,1,0,0,0
1,2,18.0651941097724,44.2030388219545,261.029451137885,63.194109772423,0,0,0,0,0,1
0,2,8.36128640776699,84.8865776699029,365.938106796117,59,0,0,1,0,0,0
0,2,22,45.4964023494861,1257.05286343612,48.6725403817915,0,0,0,0,0,1
1,2,8.24175588865096,55.5603211991435,2526.44539614561,67.830835117773,1,0,0,0,0,0
0,1,9.6,95.8380194410693,849,21,0,0,0,0,1,0
1,3,7.72551652892562,46.1259194214876,2747.74173553719,61.599173553719,1,0,0,0,0,0
0,2,15.8526315789474,20.9459649122807,683.543859649123,90.1004784688995,0,0,0,0,0,1
0,1,0.967391304347826,82.1253416149068,528.574534161491,40.3159937888199,0,1,0,0,0,0
0,1,9.5,95.529024691358,849.597530864198,20.9888888888889,1,0,0,0,0,0
1,3,8.68394308943089,43.3872154471545,1067.59654471545,66.5701219512195,1,0,0,0,0,0
0,3,10.6654101995565,83.7529822616408,333.446784922395,39.019955654102,0,0,0,0,0,1
0,1,2.14644670050761,72.8994289340102,555.178934010152,20.7779187817259,1,0,0,0,0,0
1,1,13.8398184176394,33.3141374837873,589.872892347601,86.6407263294423,1,0,0,0,0,0
1,3,14.0163870967742,27.8211870967742,372.415483870968,87.1690322580645,0,0,0,0,1,0
0,2,22.1342143906021,44.8344933920705,1225.34948604993,49.3421439060206,0,0,0,0,0,1
1,3,10.9,91.6007843137255,411.432598039216,27.5661764705882,0,0,0,1,0,0
0,3,9.2484700122399,89.2798041615667,329.580171358629,19.6487148102815,0,1,0,0,0,0
0,2,6.66503067484663,78.3209406952965,539.947852760736,22.8200408997955,0,0,0,0,0,1
0,3,11.9247809762203,99.3787734668335,874.642052565707,50.3416770963705,0,0,1,0,0,0
1,1,6.59838709677419,54.9351612903226,2691.41461100569,46.3870967741935,1,0,0,0,0,0
0,2,12.228437917223,72.8662216288385,1380.37249666222,13.1789052069426,1,0,0,0,0,0
1,1,9.95688073394495,53.0022018348624,1289.49541284404,52,0,0,0,0,0,1
0,1,17.5,70.5955153203343,1387.65459610028,21,0,0,0,1,0,0
0,3,-4.43144876325088,146.853680800942,308.020612485277,53.2108362779741,1,0,0,0,0,0
1,1,9.67450980392157,44.4488957688338,905.339525283798,58.9091847265222,1,0,0,0,0,0
0,1,17.2292307692308,71.3813986013986,1418.16643356643,18,1,0,0,0,0,0
0,2,11.1283333333333,84.0803717948718,1013.28333333333,15,1,0,0,0,0,0
1,1,12.2954116059379,65.2027530364372,532.897435897436,71.8744939271255,0,1,0,0,0,0
0,3,10.8,91.0146107055961,427.924574209246,27.6958637469586,0,0,0,0,0,1
1,2,16.7060565275908,56.6817227456258,442.755047106326,79.6729475100942,0,0,0,0,0,1
1,2,9.2077620967742,35.9346169354839,2988.14213709677,53,1,0,0,0,0,0
1,3,13.7680104031209,39.3466319895969,1066.27438231469,91.1053315994798,0,0,0,0,0,1
0,1,21.5424107142857,50.333869047619,708.376488095238,79.7485119047619,0,0,0,0,0,1
0,2,6.3120531154239,78.9781818181818,504.262512768131,23.8917262512768,1,0,0,0,0,0
1,2,15.8089960886571,58.5808996088657,474.70664928292,89.4328552803129,0,0,0,0,0,1
1,3,10.4254922279793,48.5812849740933,1181.09119170984,62.1937823834197,0,0,0,0,0,1
1,1,13.3910621761658,31.8377849740933,748.195595854922,87.240932642487,1,0,0,0,0,0
0,2,2.06009900990099,129.724742574257,536.328712871287,51.1544554455446,1,0,0,0,0,0
1,1,9.7,53.0210998990918,1521.59535822402,47.1907164480323,0,0,0,0,0,1
0,3,4.9549494949495,81.7605858585858,549.658585858586,23.2585858585859,1,0,0,0,0,0
0,1,12.6580132450331,64.7725562913907,820.527152317881,82.2596026490066,1,0,0,0,0,0
0,1,15.4765903307888,66.7274936386768,566.513994910941,81.5152671755725,0,0,1,0,0,0
0,2,2.20967391304348,85.9292173913044,492.134782608696,22.0119565217391,0,1,0,0,0,0
0,1,-11.7013265306122,145.119770408163,224.105612244898,64,0,0,0,0,0,0
0,1,-2.80132255694342,139.119015429831,433.781778104335,33.0132255694342,1,0,0,0,0,0
0,1,23.8961119751166,43.6325194401244,902.45101088647,71.6329704510109,0,0,0,0,0,1
0,1,21.6,47.4246309696093,1250.87843704776,45,0,0,0,0,0,1
0,2,17.9475274725275,48.7356593406593,272.728021978022,79.543956043956,0,0,0,0,0,1
0,1,25.6143089430894,15.5350081300813,2566.29430894309,66.9235772357724,0,0,0,0,1,0
1,3,8.72470389170897,37.3010829103215,1667.69712351946,48.2521150592217,1,0,0,0,0,0
0,2,8.9,95.9057651245552,816.075919335706,19.0806642941874,0,0,0,0,0,1
1,3,5.67555831265509,81.3483498759305,723.290322580645,28.8200992555831,1,0,0,0,0,0
0,3,7.52670520231214,93.1715260115607,1132.36531791908,7.6,1,0,0,0,0,0
1,3,13.8476519337017,28.9038259668508,541.10773480663,98.207182320442,0,1,0,0,0,0
0,2,22,45.2655964653903,1268.74668630339,49,0,0,0,0,0,1
0,3,10.4,83.9041878453039,301.763535911602,36.3480662983425,0,0,0,0,0,1
1,3,16.8097323600973,70.3824452554744,1055.62408759124,78.2031630170316,0,1,0,0,0,0
0,1,9.35272067714631,88.2349334945587,1179.14510278114,9,0,0,0,0,0,1
1,2,9.52726358148893,51.8884507042254,1227.40442655936,57.3792756539235,0,0,0,0,0,1
1,2,8.04950331125828,39.0990728476821,2872.35099337748,43,1,0,0,0,0,0
0,3,9.8,99.5445048309179,922.984299516908,28.0084541062802,0,0,0,0,0,1
0,2,19.5510057471264,61.834841954023,1526.25862068966,28,0,0,0,0,0,1
1,1,12.3929049531459,57.6141767068273,727.317269076305,79.2971887550201,1,0,0,0,0,0
1,3,15.999064171123,69.7723663101604,596.022727272727,81.701871657754,0,1,0,0,0,0
0,1,-10.592654155496,141.151930294906,239.055227882038,55.944235924933,0,0,0,0,0,0
0,3,10.4359600443951,83.2428634850167,317.965593784684,37.819089900111,0,0,0,0,0,1
0,3,10.4,83.4239289678135,299.039955604883,36.8546059933407,0,0,0,0,0,1
1,1,13.8680306905371,43.4876086956522,773.717391304348,88.8132992327366,1,0,0,0,0,0
0,1,10.9022194821208,94.7531565967941,1014.97780517879,20.8224414303329,0,0,0,0,0,1
0,3,9.75030156815441,98.9990591073583,918.423401688782,28,0,0,0,0,0,1
0,3,3.7,108.866800870511,845.963003264418,36.9455930359086,0,0,0,1,0,0
0,1,5.2504907306434,97.4475245365322,1107.67175572519,11,1,0,0,0,0,0
1,2,9.15098493626883,35.1128852838934,3221.26998841251,51,1,0,0,0,0,0
1,1,6.5527224435591,56.7486188579017,780.309428950863,77.1062416998672,1,0,0,0,0,0
0,3,11.9763819095477,99.6102386934673,868.442211055276,51,0,0,1,0,0,0
0,2,18.1616758241758,47.9329945054945,259.424450549451,75.9615384615385,0,0,0,0,0,1
0,1,13.0537675606641,83.4049808429119,1052.9220945083,12,0,0,0,0,0,1
0,3,9.79938725490196,99.1937254901961,920.11887254902,28,0,0,0,0,0,1
1,3,9.21442424242424,87.7875151515152,555.006060606061,28.0460606060606,0,0,0,0,0,1
0,1,-2.53214285714286,137.960422740525,443.347667638484,30.3717201166181,1,0,0,0,0,0
0,2,15.0659711075441,20.6741573033708,897.794542536116,95.1653290529695,0,0,0,0,0,1
0,3,10.9,91.6077930174564,414.754364089775,27.9812967581047,0,0,0,1,0,0
0,2,22,44.789793814433,1284.24005891016,49.6980854197349,0,0,0,0,0,1
1,3,13.9696428571429,29.4132142857143,884.147959183673,89.5267857142857,0,0,0,0,0,1
1,2,17.828532974428,42.9046567967698,264.205921938089,62.1924629878869,0,0,0,0,0,1
1,3,15.6253333333333,37.4234133333333,492.082666666667,99.34,0,0,0,0,0,1
0,3,15,76.1413624338624,1185.22619047619,17,0,0,0,1,0,0
1,3,12.9764248704663,47.9363341968912,644.003886010363,86.2266839378238,1,0,0,0,0,0
0,2,1.97770562770563,86.5729545454545,481.593073593074,23.4177489177489,1,0,0,0,0,0
1,1,12.3029207232267,57.9632127955494,737.321279554938,79.5201668984701,1,0,0,0,0,0
0,2,22.0159057437408,44.819617083947,1263.66863033873,49,0,0,0,1,0,0
0,1,17.2471232876712,51.9004794520548,319.406849315068,82.8602739726027,0,0,0,0,0,1
1,2,9.4627,53.73868,1235.172,52.355,1,0,0,0,0,0
0,1,9.60979689366786,96.3711111111111,842.706093189964,20,0,0,0,0,0,1
0,3,9.7,99.9202517985611,925.658273381295,28.8621103117506,0,0,0,1,0,0
0,1,-0.963131313131313,73.2550631313131,733.72601010101,16,1,0,0,0,0,0
0,2,8.89501822600243,95.9762332928311,816.693803159174,19.3560145808019,0,0,0,0,0,1
0,3,10.3057585825028,82.7697009966777,306.549280177187,37.0343300110742,0,0,0,0,0,1
0,3,10.3588235294118,82.3846614872364,279.405105438402,34.3263041065483,0,0,0,0,1,0
1,2,17.816991643454,45.1200835654596,272.941504178273,63.824512534819,0,0,0,0,0,1
1,2,8.58571428571429,44.363612244898,2150.95510204082,62.8316326530612,1,0,0,0,0,0
0,1,7.29733475479744,87.472697228145,311.975479744136,59.1417910447761,0,1,0,0,0,0
0,3,5.94961664841183,89.3663417305586,1095.87075575027,14,1,0,0,0,0,0
0,1,7.3,78.5408273009307,441.514994829369,28,0,0,0,0,1,0
1,2,17.3493036211699,41.2656267409471,316.867688022284,82.3133704735376,0,1,0,0,0,0
0,2,3.75681098204857,106.843600844773,746.572333685322,46.1288278775079,0,0,0,0,0,1
0,2,5.52622576966933,98.325929304447,1048.84834663626,18.2280501710376,1,0,0,0,0,0
0,2,-0.0607110300820419,82.4779216043756,543.777575205105,43.5268915223336,1,0,0,0,0,0
1,3,10.8,90.9871113831089,427.895960832313,27.6462668298654,0,0,0,0,0,1
1,2,9.83152173913044,52.354751552795,1033.17701863354,56.2375776397516,1,0,0,0,0,0
1,1,11.933692722372,61.5096495956873,686.652291105121,77.8355795148248,1,0,0,0,0,0
0,1,22.2866766467066,50.7355838323353,561.428143712575,68.8053892215569,0,0,0,0,1,0
1,3,11.1593179049939,33.2499025578563,1548.55663824604,74.4811205846528,1,0,0,0,0,0
1,2,9.15075987841945,35.7952178318136,2839.64235055724,55,1,0,0,0,0,0
0,2,4.46622222222222,110.721466666667,802.054444444444,44.7177777777778,1,0,0,0,0,0
0,2,-7.6,140.903897515528,419.945652173913,43.054347826087,0,0,0,1,0,0
0,2,-5.52607722439843,148.195679910464,338.956911024063,53.9569110240627,0,1,0,0,0,0
0,2,20.4,53.3181647398844,1334.87283236994,41,0,0,0,0,0,1
0,3,12.0771794871795,100.619551282051,856.866666666667,51.9102564102564,0,0,0,0,1,0
0,3,7.23873563218391,99.3587356321839,989.506896551724,16,1,0,0,0,0,0
0,3,10.4,83.2146792035398,311.232300884956,37.570796460177,0,0,0,0,0,1
1,1,13.493935483871,34.6598838709677,738.303225806452,86.5948387096774,1,0,0,0,0,0
1,3,14.2593869731801,43.2693358876117,1004.26692209451,91.0408684546615,0,0,0,0,0,1
0,3,10.7083636363636,90.814896969697,422.798787878788,26.8775757575758,0,0,0,0,0,1
0,1,9.5639606396064,95.6914145141452,850.377613776138,21,0,0,0,0,1,0
1,2,7.80889328063241,39.8956719367589,2440.78260869565,42.9604743083004,0,1,0,0,0,0
1,1,10.4602209944751,55.7584640883978,1606.34806629834,58.8883977900552,1,0,0,0,0,0
1,1,9.61965811965812,43.7988205128205,873.815384615385,57.4649572649573,1,0,0,0,0,0
1,1,13.8935185185185,38.6008465608466,736.230158730159,88.3994708994709,1,0,0,0,0,0
1,1,13.2844272844273,31.4809266409266,853.32175032175,90.8944658944659,1,0,0,0,0,0
0,1,21.9386466165413,52.5927518796992,980.416541353383,73.1639097744361,0,0,0,0,1,0
0,3,10.8667506297229,92.4146599496222,392.285894206549,28.5314861460957,0,1,0,0,0,0
0,2,16.243875,60.2851375,490.25375,87.62375,0,0,0,0,0,1
1,3,7.35039787798409,42.3555039787798,2155.24137931034,41,1,0,0,0,0,0
1,1,12.6700787401575,64.8559186351706,816.510498687664,82.2703412073491,1,0,0,0,0,0
1,3,14.3110671936759,23.7290382081686,549.740447957839,89.5032938076417,0,0,0,0,0,1
0,2,-5.22230172927847,146.449093619559,391.016696481813,59.3124627310674,1,0,0,0,0,0
0,1,9.43349112426035,87.5963076923077,1183.45917159763,9,0,0,0,1,0,0
1,2,6.10918367346939,80.8136020408163,478.033673469388,25.8591836734694,0,0,0,0,0,1
0,3,5.9,106.785406797116,302.239958805355,60.8063851699279,0,0,0,0,1,0
0,1,22.5,73.2302510460251,74.1534170153417,55.7810320781032,0,0,0,0,0,1
0,1,12.4803773584906,85.0252075471698,1017.14968553459,11,0,0,0,0,0,1
1,2,8.78927855711423,78.9353306613227,304.493987975952,20.1322645290581,0,0,0,0,0,1
0,2,2.20602189781022,87.0206295620438,494.96897810219,44.3549270072993,1,0,0,0,0,0
0,1,9.50366748166259,86.5119804400978,1189.06356968215,10,0,0,0,0,0,1
0,3,10.4,83.2412928176796,311.822099447514,37.3524861878453,0,0,0,0,0,1
0,3,-11.3820657759507,146.128730729702,224.981500513875,63.7482014388489,0,0,0,0,0,0
0,3,-5.53590801886793,144.46460495283,297.201650943396,59.6910377358491,1,0,0,0,0,0
0,3,10.4447045707915,82.5846153846154,290.931995540691,35.0903010033445,0,0,0,0,0,1
1,3,14.0310214375788,40.716393442623,1025.53089533417,91.6179066834805,0,0,0,0,1,0
1,3,12.8435668789809,37.3013757961783,1272.73630573248,89.6777070063694,1,0,0,0,0,0
1,1,12.7596583442838,41.4005781865966,897.647831800263,86.0932982917214,1,0,0,0,0,0
0,3,8.96658415841584,88.7873267326733,328.628712871287,18.5482673267327,0,1,0,0,0,0
1,2,13.1886968085106,52.9726595744681,807.921542553191,86.6901595744681,0,0,1,0,0,0
0,2,9.72066905615293,96.9876344086022,840,20,0,0,0,0,0,1
0,1,2.48253768844221,73.4395603015076,534.126884422111,22.2927135678392,1,0,0,0,0,0
0,1,12.6239596469105,85.2044010088272,1082.79066834805,11,0,0,0,0,0,1
1,1,5.58190224570674,55.9073844121532,751.91677675033,75.4557463672391,1,0,0,0,0,0
0,2,18.2699582753825,49.1426564673157,265.280945757997,80.5159944367176,0,0,0,0,0,1
1,3,14.0181702668361,36.7364803049555,698.433290978399,86.1778907242694,0,0,0,0,0,1
1,1,5.64029255319149,55.5221808510638,767.416223404255,75.2340425531915,1,0,0,0,0,0
0,2,7.04748953974896,82.3081066945607,340.101464435146,28.1882845188285,0,0,0,0,0,1
1,2,18.168758526603,47.9499454297408,259.517053206003,76.1787175989086,0,0,0,0,0,1
0,2,2.87190889370933,87.8159002169197,429.819956616052,27.6203904555315,0,1,0,0,0,0
1,3,11.6004914004914,65.734742014742,1441.84643734644,76.6179361179361,1,0,0,0,0,0
0,3,-3.20327754532775,113.146666666667,361.617852161785,42.4902370990237,1,0,0,0,0,0
0,3,10.3551839464883,82.3476811594203,286.839464882943,35.428093645485,0,0,0,0,0,1
0,2,20.3403735632184,52.8983908045977,1314.92097701149,41,1,0,0,0,0,0
0,1,20.5911433172303,16.1699355877617,1282.25120772947,100.001610305958,0,0,1,0,0,0
0,1,9.31612121212122,108.0128,843.534545454546,45.3236363636364,0,0,0,0,1,0
0,1,18.1,67.5311723163842,1500.64265536723,20,0,0,0,1,0,0
0,3,10.4561946902655,83.9537389380531,291.652654867257,36.2522123893805,0,0,0,0,1,0
0,1,22.4456845238095,52.8007291666667,703.40625,63.9107142857143,0,0,0,0,0,1
0,1,7.83309278350516,79.6743608247423,388.557731958763,31.9319587628866,0,0,1,0,0,0
1,2,14.2574873096447,62.5853299492386,1146.90609137056,85,1,0,0,0,0,0
0,1,21.231221719457,50.1342684766214,911.844645550528,80.2714932126697,0,1,0,0,0,0
1,1,13.7242819843342,29.3324804177546,574.720626631854,86.953002610966,0,0,0,0,0,1
0,2,23.1,39.3904051565378,1332.70165745856,66,0,0,0,0,0,1
1,3,10.4968710888611,90.2875969962453,446.096370463079,27.3229036295369,0,0,0,0,0,1
0,1,9.40193939393939,86.9571272727273,1193.83878787879,9,0,0,0,1,0,0
0,1,22.3051395007342,44.0280029368576,1300.33333333333,60.0455212922173,0,0,0,0,0,1
1,3,10.4,83.3393895671476,307.394006659267,37.6115427302997,0,0,0,0,1,0
1,1,9.48246753246753,50.6613961038961,1107.64935064935,61,1,0,0,0,0,0
0,2,10.560396039604,88.7187747524752,1001.00123762376,20,0,0,0,0,1,0
1,3,10.4955151515152,90.4004727272727,424.369696969697,26,0,0,0,0,0,1
0,3,10.3987804878049,83.0623946784923,317.339246119734,37.0343680709534,0,0,0,0,0,1
0,1,21.9,46.4507278020378,1247.28966521106,48,0,0,0,0,0,1
0,1,9.47889688249401,95.5451318944844,848.639088729017,20.2230215827338,1,0,0,0,0,0
0,1,17.0454293628809,71.5852908587258,1432.76731301939,18,1,0,0,0,0,0
1,3,7.09204545454546,60.8952398989899,1208.87121212121,68.8181818181818,1,0,0,0,0,0
1,3,10.79774718398,90.9948936170213,422.903629536921,27,0,0,0,0,0,1
1,3,13.6571428571429,25.4712355212355,612.384813384813,87.5469755469755,0,0,0,0,0,1
