"presence","fold","bio08","bio09","bio16","bio17","forest","urban"
0,1,23.6271464646465,1.8050505050505,301.736111111111,229.237373737374,0,1
1,3,10.1582417582418,19.4677197802198,358.423076923077,2,1,0
1,3,7.69640564826701,19.9065468549422,632.369704749679,12.3157894736842,0,0
0,2,27.3,16.8,532.080882352941,163.289705882353,0,1
0,3,0.380709534368071,20.4640798226164,114.406873614191,36,0,1
0,3,0.315282392026578,20.4152823920266,115.666666666667,36,0,1
1,1,5.84185430463576,21.1972185430464,422.260927152318,14.3139072847682,1,0
0,3,9.39542280837859,-25.2832428238945,164.387897595035,47.2699767261443,0,0
0,2,23.3650997150997,11.6025641025641,279.225071225071,165.974358974359,0,0
0,3,15.9,-9.4,299.844468784228,110.401971522453,0,0
0,1,13.7963377416073,0.982909460834181,158.585961342828,105.082400813835,1,0
0,3,0.324198895027624,20.4411049723757,112.024309392265,36,0,0
0,2,20.5014405762305,-5.18715486194478,326.289315726291,92.6890756302521,1,0
1,2,5.08613360323887,13.57995951417,1170.33299595142,226.098178137652,1,0
0,2,27.1077485380117,16.3504385964912,525.583333333333,172.754385964912,0,1
0,1,-2.98929503916449,-2.3,158.282854656223,73.8076588337685,1,0
1,1,9.14196428571429,24.9343112244898,243.684948979592,5.00637755102041,0,0
0,1,13.4900569981001,-9.98492716909436,173.217226092464,21,0,0
0,3,22.3,-3.50059952038369,300.195443645084,143.627098321343,0,1
1,1,9.50013106159895,16.28374836173,406.736566186107,12.1979030144168,1,0
1,3,8.32883435582822,26.0688343558282,556.158282208589,33.3914110429448,0,1
1,3,0.485492801771872,20.6208194905869,116.102990033223,37,0,1
0,3,9.85195460277428,23.0519546027743,146.145018915511,70.1235813366961,0,0
1,3,9.62962025316456,22.4420253164557,148.130379746835,71,0,1
0,3,13.4049025398701,-13.2757826343768,144.084465445954,34.8387477849971,1,0
1,1,9.11732804232804,24.9199735449735,249.043650793651,5.37830687830688,0,0
0,3,21.9960760998811,-3.6,300.847800237812,142.898929845422,0,1
0,3,20.6,-1.83759305210918,319.20223325062,196.708436724566,0,0
0,2,27.6705794947994,18.8,659.153046062407,133.92867756315,0,1
0,1,10.4216808769793,0.800852618757613,298.308160779537,248.51766138855,0,1
0,3,0.3,20.4063192904656,106.69623059867,35.5332594235033,0,0
0,3,16.4047835990888,-7.3376993166287,321.686788154898,219.301822323462,1,0
1,3,9.0828025477707,17.9984713375796,508.44203821656,9.34140127388535,0,0
1,1,5.9473061760841,21.3254927726675,421.893561103811,14.0617608409987,1,0
0,3,21.9,-3.75723039215686,302.259803921569,140.182598039216,0,1
0,3,5.01834625322997,19.8156330749354,376.797157622739,266.848837209302,1,0
0,3,14.6298561151079,-10.5221822541966,147.973621103117,31,1,0
1,2,3.92627291242362,14.8801425661914,943.776985743381,133.069246435845,1,0
0,3,10.0455539358601,-5.86457725947522,144,68.0058309037901,1,0
0,2,-3.54406964091404,11.4878128400435,340.507072905332,257.240478781284,0,1
0,3,9.52296137339056,-2.18147353361946,116.209585121602,42.1881258941345,1,0
0,2,11.2359949302915,-0.62382762991128,318.216730038023,216.835234474018,0,1
0,3,15.9090717299578,-3.6,132,28,0,0
0,3,0.63765227021041,20.8274640088594,116.001107419712,37,0,1
0,2,11.2,-17.5853706111834,111,36,0,0
1,2,13.3773761713521,21.4516733601071,125.262382864793,20,0,1
0,2,17.0582524271845,-2.15266990291262,169.979368932039,26,0,0
0,2,27.2832599118943,16.9,536.453744493392,159.440528634361,0,1
1,2,2.05867237687366,15.4419700214133,1232.11563169165,143.67130620985,1,0
0,1,19.4948967193196,-1.8688942891859,265,156,0,0
1,3,2.67551652892562,13.6690082644628,1263.46487603306,187.182851239669,1,0
0,2,17.6526315789474,12.8076555023923,392.762360446571,23.1642743221691,0,1
0,1,10.9709627329193,-7.91948757763975,212.833074534161,79.3827639751553,0,0
0,1,21.3424691358025,-1.90506172839506,263.301234567901,156.281481481481,1,0
1,3,3.88394308943089,14.2816056910569,533.215447154471,75.9583333333333,1,0
0,3,0.7980044345898,21.0433481152993,123.40022172949,37.1263858093126,0,1
0,1,9.14835025380711,-3.47106598984772,168.835025380711,109.835025380711,1,0
1,1,9.62607003891051,17.7835278858625,306.852140077821,9,1,0
1,3,10.3713548387097,16.9069677419355,199.276129032258,5,0,0
0,2,27.3367107195301,17.1,532.898678414097,170.209985315712,0,1
1,3,9.85036764705883,23.0503676470588,145.56862745098,70.0049019607843,0,0
0,3,7.98543451652387,21.0973072215422,106.742962056304,67.3671970624235,0,0
0,2,10.8169734151329,2.12382413087935,166.858895705521,106.763803680982,0,1
0,3,21.9589486858573,-1.46382978723404,354.568210262828,72.4718397997497,0,0
1,1,3.24259962049336,11.7403225806452,1090.0009487666,300.283681214421,1,0
0,2,5.83150867823765,12.9935914552737,380.684913217624,284.405874499332,1,0
1,1,3.94243119266055,16.8675458715596,557.884174311927,132.987385321101,0,1
0,1,9.7,22.7984679665738,432.948467966574,263.565459610028,0,0
0,3,13.9597762073027,-12.6889281507656,141.726148409894,36.2014134275618,1,0
1,1,4.80856553147575,15.5155830753354,426.230134158927,80.3642930856553,1,0
0,1,9.32923076923077,22.4556643356643,436.502097902098,271.327272727273,1,0
0,2,19.6679487179487,-0.171666666666667,295.39358974359,197.646153846154,1,0
1,1,5.45384615384615,18.3816464237517,262.564102564103,29.4358974358974,0,0
0,3,9.8,22.8474452554745,150.832116788321,70.0742092457421,0,1
1,2,10.693001345895,24.0520861372813,231.745625841184,14.0269179004038,0,1
1,2,5.4077620967742,13.7088709677419,1228.71673387097,259.386088709677,1,0
1,3,8.69947984395319,18.3661898569571,593.856957087126,12,0,1
0,1,24.924255952381,14.6764880952381,362.864583333333,50.7172619047619,0,1
0,2,12.9356486210419,1.80582226762002,159.729315628192,99.26455566905,1,0
1,2,8.2606258148631,22.9885267275098,266.285528031291,5.79530638852673,0,1
1,3,5.06248704663212,16.6875647668394,561.390673575129,90.1896373056995,0,1
1,1,9.51139896373057,17.1527202072539,396.977979274611,9.73575129533679,1,0
0,2,17.6348514851485,-15.0535643564356,233.688118811881,63.2811881188119,1,0
1,1,3.44863773965691,16.5,632.905146316852,167.380423814329,0,1
0,3,-4.90747474747475,10.6953535353535,168.731313131313,109.412121212121,1,0
0,1,5.90966887417219,21.2667549668874,423.217218543046,14.205298013245,1,0
0,1,7.33422391857506,24.1526717557252,284.241730279898,7.66666666666667,0,0
0,2,10.7420652173913,-3.49945652173913,161.809782608696,99.1576086956522,0,0
0,1,7.71112244897959,-23.3825510204082,113.016836734694,27,0,0
0,1,13.6682586333578,-9.50132255694342,156.781778104335,62,1,0
0,1,28.2328149300156,19.2961119751166,409.323483670295,59.402799377916,0,1
0,1,27.1063675832127,16.2063675832127,520.507959479016,175.162083936324,0,1
0,2,12.8256868131868,24.0798076923077,147.526098901099,10.1799450549451,0,1
0,1,26.3788617886179,25.6369105691057,1174.41300813008,167.891056910569,0,0
1,3,6.24991539763113,13.5285956006768,693.414551607445,193.994923857868,1,0
0,2,20.814590747331,-2.6,245.130486358244,151,0,1
1,3,-2.45856079404467,16.5022332506203,231.843672456576,103.759305210918,1,0
0,3,17.0072832369942,-3.70612716763006,301.383815028902,253.967630057803,1,0
1,3,10.657044198895,17.0339779005525,316.694751381216,1.94337016574586,0,0
0,2,27.2817378497791,16.9260677466863,539.817378497791,161.824742268041,0,1
0,3,0.200331491712707,20.5124861878453,110.461878453039,36,0,1
1,3,8.29768856447688,25.9941605839416,531.599756690998,32.9403892944039,0,0
0,1,0.271946795646917,18.2527206771463,327.929866989117,265.545344619105,0,1
1,2,3.92726358148893,16.413078470825,558.439637826962,113.569416498994,0,1
1,2,6.17168874172186,12.9480132450331,1105.88741721854,308.708609271523,1,0
0,3,22.1335748792271,-3.6,300.66425120773,142.99154589372,0,1
0,2,26.7745689655172,15.7502873563218,538.770114942529,288.524425287356,0,1
1,1,6.35006693440429,19.3448460508702,378.542168674699,31.2141900937082,1,0
1,3,8.77098930481284,25.2140374331551,310.582887700535,11.1550802139037,0,0
0,1,7.3056836461126,-26.9211796246649,110.055764075067,28.9994638069705,0,0
0,3,0.464039955604884,20.5941176470588,116.954495005549,36.4605993340733,0,1
0,3,0.3,20.4559378468368,108.997780244173,36,0,1
1,1,8.73401534526855,19.3343989769821,414.916879795397,9.24552429667519,1,0
0,1,20.6934648581998,-1.9,315.628853267571,193.977805178792,0,1
0,3,22.0430639324487,-3.52665862484922,299.349819059107,143.240048250905,0,1
0,3,15.8051142546246,-9.45658324265506,300.609357997824,111.688792165397,0,0
0,1,0.903925845147219,-2.27197382769902,319.291166848419,243.958560523446,1,0
1,2,5.7008111239861,13.5900347624565,1299.27578215527,286.482039397451,1,0
1,1,0.539176626826029,14.2243027888446,390.899070385126,24.8911022576361,1,0
0,3,22.0917085427136,-1.37638190954774,354.164572864322,71.1645728643216,0,0
0,2,13.1990384615385,23.1406593406593,136.968406593407,12.342032967033,0,1
0,1,23.4997445721584,1.97765006385696,303.23754789272,229.145593869732,0,1
0,3,22.1302696078431,-3.5,300,143.171568627451,0,1
1,3,8.20436363636364,20.749696969697,186.922424242424,80.990303030303,0,1
0,1,13.7850583090379,-9.1149416909621,154.169096209913,64.8126822157434,1,0
0,2,16.461797752809,12.1353130016051,529.067415730337,24.1540930979133,0,1
0,3,9.85261845386534,23.0526184538653,146.725685785536,70.5586034912718,0,0
0,2,27.2,17,555.291605301915,171.40353460972,0,1
1,3,10.4720663265306,17.0908163265306,477.735969387755,10.719387755102,0,1
1,2,13.2709286675639,21.0577388963661,125.728129205922,20.5598923283984,0,1
1,3,11.5958666666667,20.18,303.22,2,0,1
0,3,24.0308201058201,10.8101851851852,368.441798941799,244.924603174603,0,0
1,3,7.91049222797928,19.1974093264249,335.040155440415,8.94559585492228,1,0
0,2,10.5577922077922,-3.63322510822511,160.536796536797,94.258658008658,1,0
1,1,6.2115438108484,18.0428372739917,383.261474269819,32.4269819193324,1,0
0,2,27.2,17,544.044182621502,166.871870397644,0,0
0,1,11.7708219178082,23.8902739726027,175.613698630137,10,0,1
1,2,3.4759,16.5627,542.085,128.833,1,0
0,1,21.6506571087216,-1.85902031063321,260.804062126643,156,0,1
0,3,22.036690647482,-3.8,303.016786570743,141.317745803357,0,0
0,1,-3.15542929292929,0.033459595959596,222.090909090909,151.45202020202,1,0
0,2,20.7952612393682,-2.60498177399757,245.185905224787,151.049817739976,0,1
0,3,0.392469545957918,20.3717607973422,111.797342192691,36,0,1
0,3,0.477247502774695,20.3772475027747,97.9211986681465,35,0,0
1,2,13.0813370473538,21.7795264623956,131.284122562674,20.1448467966574,0,1
1,2,3.80408163265306,14.2723469387755,994.668367346939,147.231632653061,1,0
0,1,16.1973347547974,-3.83422174840085,141.955223880597,27.317697228145,0,0
0,3,2.28302300109529,17.0153340635268,328.892661555312,237.100766703176,1,0
0,1,11.2,2.73443640124095,149.99689762151,86.8800413650465,0,0
1,2,12.841922005571,22.3764623955432,168.026462395543,7,0,0
0,2,16.770116156283,-10.8151003167899,293.498416050686,75.1626187961985,0,1
0,2,17.7142531356899,-6.50205245153934,315.299885974915,193.266818700114,1,0
0,2,10.2236098450319,-5.04968094804011,229.482224247949,82.0829535095716,1,0
1,3,9.8,22.8370869033048,150.78335373317,70.0281517747858,0,1
1,2,4.02996894409938,16.8173913043478,472.787267080745,102,1,0
1,1,5.45592991913747,19.6958221024259,349.394878706199,29.4851752021563,1,0
0,1,25.7467065868263,15.9229041916168,276.802395209581,56.3667664670659,0,0
1,3,7.48489646772229,15.1879415347138,763.093788063337,49.4591961023142,1,0
1,2,5.33860182370821,13.6018237082067,1196.16514690983,236.325227963526,1,0
0,2,16.6662222222222,-10.7,309.648888888889,85,1,0
0,2,9.33509316770186,-25.1,166,49,0,0
0,2,10.4739227756016,-14.7517627308338,155.956911024063,41,0,0
0,2,26.7073699421965,17.2985549132948,544.193641618497,189.60838150289,0,1
0,3,22.2929487179487,-1.43692307692308,355.45641025641,68.4051282051282,0,0
0,3,18.5068965517241,-4.83850574712644,287.333333333333,192.6,1,0
0,3,0.4,20.5,114.318584070796,36,0,1
1,1,9.31974193548387,17.6656774193548,386.708387096774,9.87870967741936,1,0
1,3,8.75696040868455,19.4332056194125,564.563218390805,11.7164750957854,0,1
0,3,9.75987878787879,22.7561212121212,148.424242424242,70,0,1
0,1,19.4,-1.9,263.9975399754,156.690036900369,0,0
1,2,5.83399209486166,12.8300395256917,946.808300395257,274.361660079051,0,0
1,1,3.88033149171271,17.6181215469613,728.802209944751,109.619889502762,1,0
1,1,4.86923076923077,15.3548717948718,406.634188034188,81.1504273504273,1,0
1,1,9.24550264550265,18.6240740740741,394.309523809524,8.63227513227513,1,0
1,1,9.51698841698842,17.0185328185328,473.048906048906,10,1,0
0,1,25.6730827067669,14.8905263157895,487.993984962406,69.775939849624,0,0
0,3,9.86372795969773,23.1235516372796,138.724181360202,69.9886649874056,0,0
0,2,8.6,23.780625,264.32875,7,0,1
1,3,5.40742705570292,12.6510610079576,839.545092838196,264.348806366048,1,0
1,1,5.9249343832021,21.309842519685,420.96719160105,14.0669291338583,1,0
1,3,11.0386034255599,16.4034255599473,300.555994729908,7,0,1
0,2,10.7545020870602,-20.8532498509243,186.892069171139,56.1884317233154,1,0
0,1,0.499644970414201,18.2239053254438,329.944378698225,264.114792899408,0,0
1,2,14.3617346938776,1.62020408163265,154.59387755102,92.4816326530612,0,1
0,3,16.9,-5.8994850669413,147.020597322348,33.1936148300721,0,0
0,1,13.3,25.0852161785216,30.4309623430962,3,0,1
0,1,23.191320754717,1.19786163522013,283.647798742138,218.042767295597,0,1
1,2,16.9313627254509,4.3314629258517,89.8777555110221,61.5080160320641,0,1
0,2,12.8910583941606,-2.67682481751825,210.534671532847,70.9516423357664,1,0
0,1,0.772249388753056,18.188141809291,332.460880195599,261,0,1
0,3,0.4,20.5,114.683977900552,36,0,1
0,3,8.1483556012333,-23.1090955806783,112.748201438849,26.2862281603289,0,0
0,3,12.6985849056604,-13.8728773584906,147.202240566038,32.7334905660377,1,0
0,3,0.580602006688963,20.5471571906354,102.823857302118,35,0,1
1,3,8.75081967213115,18.7520807061791,575.495586380832,11.6683480453972,0,0
1,3,8.6487898089172,17.3299363057325,694.742675159236,14.084076433121,1,0
1,1,8.30210249671485,18.0120893561104,469.758212877792,11.5137976346912,1,0
0,3,7.66559405940594,16.2649752475248,105.444306930693,68.575495049505,0,0
1,2,7.59109042553191,20.0497340425532,436.92420212766,14.5252659574468,0,0
0,2,21.8900836320191,-1.8,260,155,0,1
0,1,9.76708542713568,-4.63856783919598,165.638190954774,102.704773869347,1,0
0,1,21.2330390920555,1.39142496847415,302.394703656999,234,0,1
1,1,-0.320871862615588,13.1536327608983,370.840158520475,27.9630118890357,1,0
0,2,13.0866481223922,24.404033379694,143.776077885953,10.0083449235049,0,1
1,3,9.48297331639136,18.2547649301144,362.137229987293,8.71156289707751,0,1
1,1,-0.272739361702128,13.1410904255319,379.235372340426,27.2167553191489,1,0
0,2,11.2911087866109,2.5847280334728,115.713389121339,66.4163179916318,0,1
1,2,13.1968622100955,23.2579809004093,137.174624829468,12.1514324693042,0,1
0,2,11.6614967462039,-2.48080260303688,151.147505422994,78.939262472885,0,0
1,3,4.20749385749386,20.2727272727273,709.272727272727,43.2125307125307,1,0
0,3,10.5303347280335,-9.58960948396095,147.064156206416,46.6164574616457,1,0
0,3,0.452842809364548,20.3551839464883,100.725752508361,35,0,1
0,2,26.6510057471264,17.3,530.104885057471,198.92816091954,1,0
0,1,20.2911433172303,21.3320450885668,756.148148148148,21.8631239935588,0,0
0,1,20.5156363636364,-5.50351515151515,325.682424242424,80.8824242424242,0,0
0,1,10.6,23,458,280.151129943503,0,0
0,3,0.265154867256637,20.5503318584071,106.965707964602,35.0011061946903,0,0
0,1,26.056994047619,16.7456845238095,327.497023809524,76.3630952380952,0,1
0,1,11.8786597938144,-0.262886597938144,138.757731958763,74.8257731958763,0,0
1,2,6.70444162436548,22.4341370558376,610.689086294416,16,1,0
0,1,25.5395173453997,14.6242835595777,466.374057315234,60.2247360482654,0,0
1,1,9.94712793733681,17.0272845953003,300.391644908616,8.14621409921671,0,1
0,2,27.6,18.7648250460405,651.53591160221,134,0,1
1,3,9.46458072590739,22.4444305381727,155.450563204005,71.3992490613267,0,1
0,1,0.598060606060606,18.1572121212121,332.962424242424,265.244848484848,0,0
0,1,27.4051395007342,17.4740088105727,616.123348017621,170,0,1
1,3,0.330410654827969,20.4460599334073,112.782463928968,36,0,0
1,1,3.79123376623377,16.1824675324675,526.701298701299,94.211038961039,1,0
0,2,19.6152227722772,-1.40742574257426,312.826732673267,191.87004950495,0,0
1,3,9.61466666666667,22.4146666666667,145.698181818182,70.0775757575758,0,1
0,3,0.439467849223947,20.539467849224,115.847006651885,36.9534368070953,0,1
0,1,27.3,16.6193595342067,534.206695778748,175,0,1
0,1,21.3597122302158,-1.9,262.073141486811,157.171462829736,1,0
0,1,9.14847645429363,22.2807479224377,438.461218836565,275.393351800554,1,0
1,3,0.79949494949495,15.1270202020202,561.603535353535,54.2941919191919,1,0
1,3,9.8,22.8226533166458,148.904881101377,70,0,1
1,3,10.5763191763192,16.2063063063063,320.4851994852,8.53153153153153,0,1
0,3,27.3559248554913,16.8,475.380057803468,309.00289017341,0,1
0,3,0.498780487804878,20.4158536585366,101.680709534368,35,0,1
0,2,-3.4625,12.8868534482759,340.217672413793,256.21875,0,1
0,1,1,18.3282660332542,329.83135391924,254.951306413302,0,1
0,2,19.7980861244019,17.7727272727273,469.929824561404,23,0,1
1,3,8.8,18.4642297650131,501.253263707572,10,0,1
0,3,0.40188261351052,20.577519379845,117.325581395349,36.0498338870432,0,1
0,1,26.7260115606936,17.4260115606936,526.560693641619,200.877167630058,1,0
0,2,14.049786628734,19.8877667140825,396.24466571835,226.637268847795,1,0
1,3,4.94986760812003,12.6234774933804,788.409532215357,245.66372462489,1,0
0,2,13.476882290562,-5.50699893955461,122.515376458112,37,0,0
0,2,12.2731937172775,0,129.130890052356,75.965445026178,0,0
1,1,10.1547803617571,16.964857881137,401.450904392765,8,0,1
1,1,-0.0685111989459816,13.333860342556,401.121212121212,26.6640316205534,1,0
1,2,3.03845327604726,15.1515574650913,1168.11922663802,167.804511278195,1,0
0,2,27.3,17.000441826215,528.671575846834,163.067746686303,0,1
0,2,20.6527707808564,0.500503778337531,284.959697732997,194.984886649874,1,0
1,1,9.75313315926893,17.3467362924282,434.742819843342,8.52741514360313,1,0
0,1,15.9160085378869,-3.6,138.034151547492,26.701173959445,0,0
1,1,1.14475431606906,14.8349269588313,434.625498007968,22.6268260292165,1,0
1,1,9.60063694267516,17.1410191082803,337.064968152866,9.4968152866242,1,0
1,2,5.58329646017699,13.5178097345133,1263.40818584071,269.810840707965,1,0
0,3,14.2474214582098,-12.3944279786603,139.691760521636,36.9834024896266,1,0
0,1,11.6526824034335,-2.95901287553648,162.067596566524,37.4796137339056,0,1
1,2,1.77083333333333,15.3169871794872,1204.38247863248,139.037393162393,1,0
0,1,23.7602002503129,1.71777221526909,299.540675844806,228.113892365457,0,1
0,2,-0.413597033374537,2.33423980222497,163.072929542645,123.449938195303,1,0
1,1,9.54156862745098,15.8386928104575,405.986928104575,13,1,0
1,1,0.926385224274407,14.5882585751979,416.370712401055,23.688654353562,1,0
0,2,14.3645259938838,1.62945973496432,154.661569826707,92.4393476044852,0,1
1,1,9.51966580976864,16.9343187660668,386.73264781491,10.0205655526992,1,0
0,2,16.1043157894737,-4.14242105263158,129.195789473684,36,0,0
0,3,21.9432214765101,6.84429530201342,293.538255033557,131,0,0
0,3,2.30475138121547,17.2201104972376,327.26408839779,235.036464088398,0,1
0,3,21.9890229191797,-3.56755126658625,299.182147165259,142,0,1
1,2,3.76370449678801,16.1184154175589,1084.51070663812,161.077087794433,1,0
0,2,19.4622474747475,-0.331691919191919,297.84595959596,199.234848484848,1,0
0,2,17.5012820512821,12.6996794871795,362.309294871795,22.125,0,1
0,2,6.39809428284855,-1.91995987963892,196.601805416249,117.692076228686,1,0
0,1,21.3745198463508,1.50985915492958,299.254801536492,234,0,1
0,1,17.1111583421892,-10.0907545164718,201.003188097768,31,0,0
0,1,1.19405339805825,18.2720873786408,344.992718446602,260.070388349515,1,0
1,1,3.3707,16.5187,719.998,191.713,0,0
0,3,-0.3,12.8410256410256,430.48717948718,267,1,0
0,3,0.3,20.4220994475138,111.775690607735,36,0,0
0,1,18.7361155698234,18.4423756019262,582.345104333868,21.7255216693419,0,1
0,2,22.1863636363636,-1.8,257.970515970516,156,0,1
1,3,0.501107419712071,20.7049833887043,119.487264673311,37.234772978959,0,1
1,1,13.7827374872319,0.973340143003064,158.689479060266,105.431052093973,1,0
0,2,-3.47540805223069,16.4870511425462,340.875952121872,257.297062023939,0,1
0,1,21.4987760097919,-1.84871481028152,262.823745410037,156,1,0
0,2,21.0092707045735,-3.9,323.814585908529,103,0,1
0,2,9.81840958605665,-4.37244008714597,169.191721132898,109.901960784314,0,0
0,2,21.7525362318841,-1.9,259.026570048309,155.378019323671,0,1
0,3,0.4,20.5535398230089,116.682522123894,36,0,1
1,2,1.40193756727664,15.6384284176534,1082.14854682454,118.35199138859,1,0
1,2,14.2703476482618,1.43466257668712,154.19018404908,93.6431492842536,0,0
1,2,13.4079622132254,21.2716599190283,129.646423751687,19.6896086369771,0,0
0,2,27.3,16.9569750367107,532.46402349486,161.533039647577,0,1
1,1,0.988703465982028,14.7464698331194,410.490372272144,23.5455712451861,1,0
0,1,13.2528888888889,-10.2168253968254,172,21,1,0
0,3,9.4,-25.1695792880259,164,49,0,0
0,1,20.7906329113924,-1.60189873417722,316.90253164557,200,0,1
0,3,13.3752631578947,-5.17315789473684,161.115789473684,44.2115789473684,0,0
1,3,8.49659781287971,25.3205346294046,734.058323207776,37.5528554070474,1,0
0,2,9.31640746500778,-25.1,166.001555209953,49,0,0
0,3,22.404415954416,27.2,313.891737891738,230.606837606838,0,0
0,1,15.771170212766,-3.9,135,27,0,0
0,3,0.4,20.5,116.293007769145,36,0,1
1,1,1.07407894736842,14.7967105263158,423.134210526316,22.7828947368421,1,0
1,1,5.54615384615385,20.7437665782493,434.631299734748,14.7877984084881,1,0
0,1,10.9172648514851,-11.343254950495,207.424504950495,42.302599009901,0,0
0,3,20.1289940828402,-6.27005917159763,335.557396449704,71,1,0
1,3,9.85302267002519,23.0481108312343,147.550377833753,71,0,0
0,1,18.4146984924623,-2.51645728643216,225.801507537688,29,0,0
0,1,23.3161616161616,1.71616161616162,306.045454545455,232.82196969697,0,1
0,2,27.2406754772394,16.6406754772394,528.894273127753,163.270190895742,0,1
1,3,13.3937413073714,19.2180806675939,183.335187760779,3,0,0
0,2,27.1972140762463,17.5,633.804985337243,160.813782991202,0,0
1,2,8.2,22.9553324968632,271.324968632371,5.27854454203262,0,0
0,1,14.7473029045643,-3.7,211.643153526971,62.3827800829876,0,0
0,1,27.7860128617363,26.1114147909968,590.488745980707,49.8681672025724,0,1
0,1,20.8932835820896,-1.6,313.970149253731,196.300995024876,0,1
0,2,16.9823221757322,-11.9547071129707,211,25,0,0
0,2,22.1303464755078,-1.72293906810036,260,157.591397849462,0,1
1,2,2.8896256684492,16.6863101604278,1277.26844919786,126.749732620321,1,0
0,2,13.4230452674897,22.9665294924554,138.556927297668,17.0987654320988,0,0
0,1,17.5596833130329,-2.44847746650426,314.019488428745,253.734470158343,1,0
1,1,9.53997378768021,16.1643512450852,426.954128440367,11.6133682830931,1,0
0,3,22.1545899632803,-3.5,300,143,0,1
1,1,8.86149870801034,24.7138242894057,265.395348837209,6.09302325581395,0,0
0,1,9.7,22.7406732117812,432.918653576438,263.622720897616,0,0
0,2,21.1,-8.7,309.713507625272,67.0076252723312,0,1
0,2,14.2776422764228,1.45060975609756,154.365853658537,93.7520325203252,0,0
0,3,0.4,20.5,113.619469026549,36,0,1
1,3,9.75315656565657,18.0270202020202,368.545454545455,7.61616161616162,0,1
1,1,3.6047619047619,15.5107396149949,533.03242147923,157.995947315096,1,0
0,2,27.2,16.84140969163,541.337738619677,163.81644640235,0,1
1,2,5.51995731056563,13.5177161152615,1275.2924226254,274.363927427962,1,0
1,3,7.86175395858709,24.6696711327649,767.797807551766,40,1,0
0,3,0.5,20.3886666666667,98.4277777777778,35,0,0
0,1,16.1992537313433,-3.84285714285714,140.313432835821,26.8123667377399,0,0
1,2,3.22298603651987,15.5593984962406,1162.21482277121,165.353383458647,1,0
0,1,0.352669902912621,18.0574029126214,335.097087378641,270.825242718447,1,0
0,3,22.2,-3.71326164874552,300.971326164875,142,0,1
0,1,10.9513011152416,-11.3539653035936,208.113382899628,42.9052044609665,0,0
0,3,9.4,-25.1024767801858,164.222910216718,49,0,0
0,3,0.3,20.4,117.08517699115,36,0,1
0,2,-3.54518918918919,13.0516756756757,340.44972972973,256.643243243243,0,1
0,1,17.049946638207,-10.126787620064,201.442902881537,31,0,0
1,2,2.16207264957265,15.688141025641,1230.98504273504,139.75641025641,1,0
1,3,8.87406015037594,19.9848370927318,452.987468671679,9,0,0
1,3,9.27373211963589,18.9513654096229,351.429128738622,7.79713914174252,1,0
0,1,13.5141131595677,-9.92663699936428,173.8270820089,21,0,0
1,1,6.16476063829787,21.6392287234043,410.857712765958,13.5186170212766,1,0
0,1,23.2257575757576,1.20239898989899,293.433080808081,223.982323232323,0,1
0,1,23.6269132653061,1.62563775510204,299.269132653061,228.946428571429,0,1
0,1,19.4473922902494,-7.06836734693877,339.731292517007,78.1383219954648,0,1
1,1,8.30248041775457,16.932637075718,502.924281984334,13.8616187989556,1,0
0,3,24.3694193548387,10.6350967741935,373.261935483871,248,0,0
0,1,20.6275252525253,-1.91780303030303,314.087121212121,191.594696969697,0,1
0,2,27.2213043478261,16.57,528.349275362319,168.627536231884,0,1
0,2,3.09061488673139,15.3608414239482,1172.19309600863,166.14455231931,1,0
0,2,16.784872080089,-10.6142380422692,308.58064516129,85,0,0
0,1,0.274457831325301,18.3024096385542,324.718072289157,263.09156626506,0,1
0,3,0.737795275590551,-6.28380202474691,345.035995500562,271.026996625422,1,0
0,1,22.300566572238,26.6827195467422,330.961756373938,246.508498583569,0,1
0,1,21.5,-1.9,261,156.44578313253,0,1
0,2,26.8865300146413,16.1931185944363,498.556368960469,189,0,0
0,2,21.0750788643533,17.0772870662461,303.630914826498,16.9763406940063,0,0
0,1,23.7793275217933,1.89402241594022,299.772104607721,228.158156911582,0,1
0,3,0.307769145394007,20.4409544950056,102.980022197558,35,0,1
0,1,10.9547087980174,-11.2635068153656,206.767038413879,41.8172242874845,0,0
0,1,23.3745547073791,1.5,302.030534351145,231.921119592875,0,1
1,1,-0.187395833333333,12.4442708333333,1055.83333333333,227.126041666667,1,0
0,2,16.9455020920502,-11.9853556485356,211.008368200837,25,0,0
0,2,21.2679936305733,18.412898089172,673.934713375796,21,0,1
0,3,12.9767643865364,-3.15266015200869,162.108577633008,47.3311617806732,0,1
0,3,0.300332225913621,20.4003322259136,117.921373200443,36,0,1
0,3,22.8734866828087,-4.2,312,111,0,0
0,2,16.6989539748954,-12.1135983263598,214,29,0,0
1,3,0.424419889502762,20.5244198895028,115.689502762431,37,0,1
0,3,18.4970080552359,-4.31403912543153,302.115074798619,256.134637514384,1,0
0,2,17.1692307692308,12.7905448717949,490.70032051282,24.9022435897436,0,1
0,3,21.4520440251572,16.8396226415094,226.084905660377,35.9119496855346,0,0
0,3,22.4025445292621,-0.363613231552163,370.969465648855,92.8498727735369,1,0
1,3,-1.30341047503045,15.4209500609013,284.884287454324,43.1778319123021,1,0
0,3,18.1309843400447,-6.83724832214765,270.324384787472,194.788590604027,0,0
1,3,9.62837150127226,17.9628498727735,351.298982188295,7.93638676844784,0,1
