"presence","fold","bio01","bio04","bio08","bio09","bio12","bio15","bio18","forest","shrub","grass","wetland","crop","urban"
0,2,1.90554545454545,86.2566636363637,12.5089090909091,-2.97363636363636,499.646363636364,44.0554545454546,211.963636363636,1,0,0,0,0,0
0,2,21.9787077826725,45.8714537444934,27.2787077826725,16.7787077826725,1249.39353891336,48,526.237885462555,0,0,0,0,0,1
1,2,8.99146586345382,50.2195582329317,3.37158634538153,15.5175702811245,1993.90963855422,60.5993975903615,154.035140562249,0,0,0,0,0,0
1,1,9.25977900552486,57.9029834254144,2.56475138121547,16.7791160220994,1870.91933701657,62.5160220994475,121.32044198895,1,0,0,0,0,0
1,3,12.5786632390746,33.9243958868895,8.81401028277635,16.7506426735219,1047.85861182519,84.7519280205655,28.245501285347,1,0,0,0,0,0
1,2,8.12577873254565,55.9184532760473,1.90118152524168,15.4064446831364,2488.53383458647,68.0526315789474,156.107411385607,1,0,0,0,0,0
1,3,10.6626385809313,83.7655764966741,0.781374722838138,21.0625277161863,330.878048780488,38.5476718403548,43,0,0,0,0,0,1
0,1,7.12126816380449,57.1791413474241,1.04834874504624,14.8421400264201,811.571994715984,77.7622192866579,38.4966974900925,1,0,0,0,0,0
1,1,12.7722222222222,35.043373015873,8.89867724867725,17.0337301587302,878.509259259259,85.4973544973545,17.2010582010582,1,0,0,0,0,0
0,2,6.35897703549061,110.475855949896,17.5828810020877,-8.43872651356994,298.195198329854,68.5250521920668,133.670146137787,0,0,1,0,0,0
0,1,18.0992927864215,67.5410749646393,10.5992927864215,23.0165487977369,1500.48797736917,20,356.939179632249,0,0,0,1,0,0
1,2,9.11014492753623,35.8765217391304,5.41014492753623,13.6101449275362,3200.50724637681,52,318.797101449275,1,0,0,0,0,0
0,3,9.77350835322196,99.8202028639618,22.1,-3.69439140811456,925.76491646778,28,301.85799522673,0,0,0,0,0,1
0,2,15.93008,20.675264,17.6976,12.93296,653.2512,89.5344,197.7936,0,0,0,0,0,1
0,1,9.5859393939394,87.2431515151515,0.747636363636364,18.362303030303,1162.24727272727,10,261.082424242424,0,0,0,0,0,1
0,3,10.3916022099448,83.239635359116,0.390386740331492,20.4903867403315,308.348066298343,37.8011049723757,41,0,0,0,0,0,1
0,2,17.4308209959623,43.7015477792732,12.8153432032301,22.8487213997308,328.504710632571,73.7362045760431,24.6271870794078,0,0,0,0,0,1
0,2,20.3,52.9829855072464,26.6433333333333,17.2942028985507,1314.67826086957,41,530.31884057971,1,0,0,0,0,0
0,1,9.09250317662008,92.1629351969505,18.4047013977128,-2.57369758576874,432.285895806862,69,193.095298602287,0,0,0,0,1,0
0,2,6,81.7037997957099,14.367620020429,1.46241062308478,485.032686414709,25.2236976506639,138.560776302349,0,0,0,0,1,0
0,3,5.93758389261745,109.361174496644,18.2021252796421,-7.58020134228188,848.467561521253,14,241,0,0,0,0,0,1
1,1,19.6153153153153,44.8893243243243,23.1276276276276,14.3602102102102,640.385885885886,83.3228228228228,255.316816816817,0,1,0,0,0,0
0,3,9.7,99.39,22.0108173076923,-3.67692307692308,920.997596153846,28.2451923076923,301,0,0,0,0,0,1
0,2,15.9346153846154,20.4109455128205,17.7754807692308,13.0016025641026,617.605769230769,87.6778846153846,214.81891025641,0,0,0,0,0,1
0,2,19.3,62.4575988700565,13.9303672316384,19.9456214689266,1336.25423728814,23,395.803672316384,1,0,0,0,0,0
1,2,16.0215762273902,61.6810465116279,8.42842377260982,23.8403100775194,656.298449612403,83.2945736434109,14.187338501292,0,0,0,0,0,0
1,2,13.9148665819568,62.1562388818297,6.39479034307497,21.9869123252859,1201.46886912325,83.1473951715375,17.4879288437103,1,0,0,0,0,0
