"presence","fold","bio03","bio05","bio06","bio15","bio16","forest","shrub","grass","wetland","crop","urban"
0,3,17.0852713178295,17.3,-32.6,42.7108527131783,164.289147286822,0,0,0,0,0,0
0,1,44,31.5802387267904,-1.2709549071618,82.2347480106101,417.696286472148,1,0,0,0,0,0
0,1,30.7291169451074,27.9175417661098,-8.30059665871122,9.14200477326969,332.226730310263,0,0,0,0,0,1
0,3,64.6188976377953,29.0177952755906,2.4488188976378,90.8251968503937,296.020472440945,0,0,1,0,0,0
1,2,54.599730458221,33.0404312668464,4.98261455525607,63.4420485175202,125.196765498652,0,0,0,0,0,1
0,3,31,26.3345977011494,-15.0805747126437,10.9977011494253,286.552873563218,1,0,0,0,0,0
0,2,27,26.3404444444445,-18.4371111111111,44.5388888888889,308.963333333333,1,0,0,0,0,0
0,2,17,17.2,-32.7,45,165,0,0,0,0,0,0
1,1,43.4884318766067,23.345501285347,-4.596529562982,78.2724935732648,419.323907455013,1,0,0,0,0,0
0,2,34,30.4311224489796,-6.16811224489796,14,283.108418367347,1,0,0,0,0,0
0,2,27,28.3199790794979,-19.7002092050209,70.4142259414226,211.088912133891,0,0,1,0,0,0
1,3,51.5271317829457,30.8944444444444,1.62519379844961,90.5219638242894,624.700258397933,0,0,1,0,0,0
1,1,50.1662011173185,33.1367318435754,3.47513966480447,84.4930167597766,194.972067039106,0,0,0,0,0,1
1,1,44,27.3253289473684,0.815021929824562,68.2368421052632,553.377192982456,0,0,0,0,0,1
0,1,26,24.6019672131148,-13.3593442622951,10,325.318032786885,1,0,0,0,0,0
1,2,45,34.6939008894536,2.09110546378653,81.0393900889454,371.002541296061,0,0,0,0,0,1
0,2,27,28.253207150368,-19.6971608832808,67.0283911671924,214.46792849632,0,0,1,0,0,0
1,1,45,30.228664921466,-1.93075916230367,82,444.36387434555,1,0,0,0,0,0
0,1,32,28.3667063020214,-9.17170035671819,9,325.027348394768,0,0,0,0,0,1
0,3,36.2718232044199,32.3822099447514,-5.79734806629834,36.5977900552486,112.265193370166,0,0,0,0,0,1
1,2,51.8027127003699,23.7500616522811,1.27546239210851,82.1923551171393,990.451294697904,1,0,0,0,0,0
0,2,28,29.2123798076923,-8.89182692307692,20,260.836538461539,0,0,0,0,0,1
0,3,30,32.7667087011349,-6.68537200504414,28.139974779319,139.852459016393,0,0,0,1,0,0
0,3,27,17.9854849965108,-25.9174459176553,42.9490579204466,145.926727145848,1,0,0,0,0,0
1,3,53,25.6610103626943,4.05025906735751,92.2836787564767,540.519430051814,0,0,0,0,0,1
0,2,47,34.0800847457627,0.86638418079096,74.1200564971751,243.790960451977,0,1,0,0,0,0
0,2,50.8767313019391,33.0426592797784,3.64501385041551,82.4612188365651,173.175900277008,0,0,1,0,0,0
1,3,34,33.3109471094711,-7.41623616236162,26.1992619926199,149.081180811808,0,0,0,0,0,1
0,1,48.4668630338733,32.7,9.73372606774669,58.4491899852725,593.434462444772,0,0,0,0,1,0
0,1,43.4294871794872,23.5803846153846,-4.48307692307692,78.5487179487179,421.032051282051,1,0,0,0,0,0
0,2,68,27.0419871794872,1.98044871794872,94.4983974358974,496.602564102564,0,0,0,0,0,1
0,3,46.0383631713555,34.7368286445013,10.2179028132992,51.8874680306905,295.734015345269,0,1,0,0,0,0
0,3,31,26.7155580608794,-15.5740698985344,10,328.108229988726,1,0,0,0,0,0
1,3,38.4754754754755,18.2833833833834,-2.4032032032032,52.6466466466467,920.93993993994,1,0,0,0,0,0
1,3,51.5562659846547,24.5415601023018,4.95818414322251,87.7020460358056,295.166240409207,0,0,0,0,0,1
1,2,55,32.6643142476698,4.99081225033289,61.098535286285,122.109187749667,0,0,0,0,0,1
0,1,44.6191904047976,37.5,7.48710644677661,70.6596701649175,310.826086956522,0,0,1,0,0,0
1,2,42.1109902067465,18.6,1.31109902067465,52,1275.10446137106,1,0,0,0,0,0
0,2,47.2782485875706,35.886581920904,1.6066384180791,74.5042372881356,200.024011299435,0,1,0,0,0,0
0,3,31,27.1427878787879,-12.2836363636364,7.35515151515152,302.88,1,0,0,0,0,0
0,2,67,32.2895569620253,6.5742088607595,78.2215189873418,206.221518987342,0,0,0,0,0,0
0,1,29,28.9657894736842,-8.92667464114833,20,261,0,0,0,0,1,0
0,3,37,32.8997777777778,-6.36044444444444,36.93,107.734444444444,0,0,0,0,1,0
0,2,38,31.4322997416021,-4.67157622739018,15,394.673126614987,0,0,0,0,0,1
0,3,27,29.0861077844311,-10.0611976047904,28.762874251497,302.719760479042,0,0,0,0,0,1
0,2,48,32.8906020558003,9.29016152716593,48.3994126284875,524.016152716593,0,0,0,0,0,1
0,3,37.5414438502674,31.530614973262,-1.52433155080214,14,334.351604278075,0,0,0,0,0,1
1,2,59.2749003984064,25.3118193891102,0.606905710491368,87.3160690571049,372.827357237716,0,1,0,0,0,0
1,2,40.2088266953714,23.8545748116254,-1.02551130247578,62.1969860064586,1161.19698600646,1,0,0,0,0,0
0,1,47.6307922272048,34.2857997010463,7.11061285500747,79.9387144992526,467.742899850523,0,1,0,0,0,0
0,3,26,28.9062726176116,-9.56031363088058,28,300,0,0,0,0,0,1
1,1,36.686807653575,23.3442094662638,-0.973917421953676,47.9738167170191,637.743202416919,0,0,0,0,0,0
0,1,29.5370138017566,29.661104140527,-8.15370138017566,20,318.38895859473,0,0,0,0,0,1
1,1,51.7281420765027,31.7997267759563,4.51939890710382,90.6803278688524,254.281420765027,0,0,0,0,0,1
1,3,53.544578313253,22.4477108433735,2.10397590361446,74.7614457831325,770.386746987952,1,0,0,0,0,0
0,1,29,16.8727797833935,-14.4921299638989,47.3530685920578,226.618772563177,1,0,0,0,0,0
0,2,28,25.2,-13.16875,12.4773706896552,343.852370689655,0,0,0,0,0,1
0,3,28,25.3,-18.5,37.5969331872946,300,0,0,0,0,0,0
0,2,68.8651685393258,24.2886035313002,0.890369181380417,95.0272873194222,593.956661316212,0,0,0,0,1,0
1,2,36.539603960396,17.9473267326733,0.0598019801980198,49.8346534653465,962.933663366337,1,0,0,0,0,0
1,3,37,32.040088593577,-6.71483942414175,40.5293466223699,142.996677740864,0,0,0,0,0,1
1,1,36.3660982948847,22.6881644934804,-0.549047141424273,50.1193580742227,564.964894684052,0,0,0,0,0,1
0,2,40.1224783861671,32.1131123919308,5.01224783861671,28,546.864553314121,0,0,0,1,0,0
0,2,41,33.3905787348587,-3.4,57.4374158815612,200.707940780619,0,0,0,0,0,1
0,3,31.0519323671498,27.1675120772947,-12.1247584541063,7,303.057971014493,1,0,0,0,0,0
0,1,45.589552238806,34.4694029850746,7.9,73.4611940298507,255.155223880597,0,0,0,0,0,1
1,1,46.6180081855389,29.1536152796726,0.0136425648021828,79.6971350613915,382.832196452933,1,0,0,0,0,0
0,1,27.0195599022005,29.6228606356968,-13.6673594132029,49.960880195599,335.771393643032,0,0,0,0,0,1
0,1,31,32.7236612702366,-9.45965130759652,52,355.118306351183,0,0,0,0,1,0
0,2,27,26.3379424778761,-18.3091814159292,45,308.651548672566,0,0,0,1,0,0
0,2,48,32.9,8.77159590043924,48,532.682284040996,0,0,0,0,0,1
0,2,27,30,-12.5967312348668,47,323.400726392252,0,0,0,0,0,1
0,1,39.8863636363636,33.4886363636364,2.82627840909091,13.3011363636364,420.946022727273,1,0,0,0,0,0
1,3,42.7926509186352,34.2127296587927,1.27769028871391,81.5367454068242,164.87532808399,0,0,1,0,0,0
1,1,44.516,36.4001333333333,1.72786666666667,81.3226666666667,240.604,0,0,1,0,0,0
0,3,38,32.2494983277592,-6.10022296544036,32.7346711259755,90.2764771460424,0,0,0,0,0,1
0,2,17,17.2,-32.7,45,165,0,0,0,0,0,0
0,3,29,31.9020356234097,-7.49796437659033,45,371.132315521629,1,0,0,0,0,0
0,3,37,32.596017699115,-6.2521017699115,35.9966814159292,106.610619469027,0,0,0,0,0,1
0,3,38,32.3934517203108,-6.15604883462819,32.3052164261931,91.6970033296337,0,0,0,0,1,0
0,3,37,32.6,-6.23784683684795,38.1098779134295,114.207547169811,0,0,0,0,0,1
0,3,37,32.6311184939092,-5.94485049833887,37.7763012181617,117.429678848284,0,0,0,0,0,1
0,3,17,17.0481452859351,-32.7943585780526,43.2720247295209,164,0,0,0,0,0,0
0,3,17.2706645056726,17.3,-32.6,42.5113452188006,164.488654781199,0,0,0,0,0,0
0,2,32,22.101,-17.3275454545455,43.0045454545455,205.364545454545,1,0,0,0,0,0
0,3,27,28.9207317073171,-9.83341463414634,29,301.710975609756,0,0,0,0,0,1
0,3,31.396725440806,32.9491183879093,-6.79055415617129,27.6272040302267,143.372795969773,0,0,0,0,0,1
0,3,20,21.5630705394191,-28.385536455246,49.3289863663308,138.244813278008,0,0,0,1,0,0
0,3,37,32.4824639289678,-6.10266370699223,35.558268590455,108.380688124306,0,0,0,0,0,1
1,1,27.146265560166,19.3260373443983,-3.64688796680498,47.6410788381743,1045.27904564315,1,0,0,0,0,0
0,3,31,32.9308841843088,-6.74308841843088,27.6338729763387,143.947696139477,0,0,0,1,0,0
1,1,44,35.9289646133683,1.5,82.2922673656619,268.906946264744,0,1,0,0,0,0
0,1,26.7772877618523,25.4183020948181,-19.0039691289967,44.6549062844542,313.148842337376,1,0,0,0,0,0
1,1,46,27.4754204398448,-3.45653298835705,79.9883570504528,529.323415265201,1,0,0,0,0,0
0,2,28,25.3048859934853,-13.5305103148751,12,344.522258414767,0,0,0,0,0,1
0,2,34,27.0303680981595,-10.1849693251534,25,154.529652351738,0,0,0,0,1,0
0,3,28.0157016683023,26.2129538763494,-8.17988223748774,56.3562315996075,455.021589793916,1,0,0,0,0,0
0,3,37,32.5072062084257,-6.21906873614191,37.5875831485588,113.412416851441,0,0,0,0,0,1
0,3,37,32.5946902654867,-6.25088495575221,37.3838495575221,112.383849557522,0,0,0,0,1,0
0,3,25,26.5185968819599,-14.6876391982183,13.7817371937639,270.102449888641,0,0,0,0,1,0
0,2,45,33.5459688826026,3.58203677510608,23,397.46676096181,1,0,0,0,0,0
0,1,39,32.5819944598338,0.508171745152355,17.9792243767313,437.63296398892,1,0,0,0,0,0
1,2,39,24.4573275862069,-2.14159482758621,68.8426724137931,1234.44073275862,1,0,0,0,0,0
0,2,38,28.4198062432723,-12.6508073196986,66.8040904198062,118.449946178687,0,0,0,0,1,0
1,1,45.8413978494624,29.0307795698925,-0.080241935483871,78.866935483871,378.799731182796,0,1,0,0,0,0
0,1,31,28.3128266033254,-8.1,9.38836104513064,323.388361045131,0,0,0,1,0,0
1,2,51,32.4468371467026,3.69892328398385,84.5343203230148,204.979811574697,0,0,0,0,0,1
1,3,51.1103896103896,24.7836363636364,4.6161038961039,92.9051948051948,596.363636363636,0,0,0,0,0,1
0,2,27,30.1,-12.4029411764706,46,322.769607843137,0,0,0,0,0,1
1,2,48,34.3114249037227,2.8,89.3722721437741,266.222079589217,0,0,0,0,0,1
1,3,55.0569948186529,22.049481865285,5.15621761658031,85.8380829015544,338.301813471503,1,0,0,0,0,0
0,3,34,30.6674603174603,-1.33492063492064,17,367.636243386243,0,0,0,0,0,1
0,1,33,30.7020408163265,-4.58227040816327,12,302.669642857143,0,0,0,1,0,0
0,2,28,28.1080487804878,-9.34012195121951,20,246.984146341463,0,0,0,0,0,1
0,3,36.023307436182,32.6976692563818,-5.79744728079911,37.3407325194229,117.11320754717,0,0,0,0,0,1
0,3,38,32.4228888888889,-6.11933333333333,32.1077777777778,91.4066666666667,0,0,0,0,1,0
1,2,51.1102449888641,21.6573496659243,2.72861915367483,70.6492204899777,781.447661469933,1,0,0,0,0,0
0,1,26.7036223929748,25.4290889132821,-18.938090010977,44.0493962678375,312.950603732162,1,0,0,0,0,0
0,2,48.3460972017673,32.9,9.3,48.1664212076583,522.00441826215,0,0,0,0,0,1
0,1,41.1618911174785,34.2355300859599,2.5,30.0630372492837,271,0,1,0,0,0,0
1,2,52,32.1357323232323,0.219949494949495,87.1414141414141,610.574494949495,0,1,0,0,0,0
0,3,30.7390326209224,25.9409448818898,-15.629696287964,10,344.352080989876,1,0,0,0,0,0
0,1,40,33.1,0.7,21,432.636490250696,0,0,0,1,0,0
0,1,46,33.7928571428571,6.2828869047619,73.3258928571428,129.505952380952,0,1,0,0,0,0
0,3,26.9302325581395,28.9181150550796,-9.8,28.9302325581395,301.231334149327,0,0,0,0,0,1
0,3,38,35.5711673699015,1.90028129395218,23,310.682137834037,0,0,0,1,0,0
0,2,53,34.475173370319,4.72871012482663,76.0998613037448,136.804438280166,0,0,0,0,0,1
0,2,54.5013368983957,33.0704545454546,4.92780748663102,60.9893048128342,122.562834224599,0,0,0,0,0,1
0,2,69.9711538461539,27.4269230769231,2.72115384615385,88.4967948717949,352.929487179487,0,0,0,0,0,1
